"","valorTotal","cnpj","xLgr","timestamp","infCpl","vToTrib","date","week_day"
"845","117.62","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:57:14.000Z","Mesa 11","10.94",2016-01-14,"Thursday"
"846","29.05","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:58:03.000Z","Mesa 16","3.13",2016-01-14,"Thursday"
"847","65.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:58:40.000Z","Mesa 29","4.22",2016-01-14,"Thursday"
"848","35.46","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:58:54.000Z","Mesa 19","2.97",2016-01-14,"Thursday"
"849","99.51","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:59:04.000Z","Mesa 44","4.18",2016-01-14,"Thursday"
"850","25.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:59:11.000Z","Mesa 13","1.06",2016-01-14,"Thursday"
"851","39.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:59:19.000Z","Mesa 21","1.68",2016-01-14,"Thursday"
"852","22.63","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:59:38.000Z","Mesa 14","0.95",2016-01-14,"Thursday"
"853","34.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T12:59:46.000Z","Mesa 17","2.92",2016-01-14,"Thursday"
"854","49.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:01:25.000Z","Mesa 61","2.08",2016-01-14,"Thursday"
"855","24.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:01:58.000Z","Mesa 66","2.52",2016-01-14,"Thursday"
"856","34.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:02:05.000Z","Mesa 28","3.38",2016-01-14,"Thursday"
"857","25.24","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:02:34.000Z","Mesa 10","1.06",2016-01-14,"Thursday"
"858","137.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:04:56.000Z","Mesa 67","10.64",2016-01-14,"Thursday"
"859","88.43","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:07:28.000Z","Mesa 53","7.54",2016-01-14,"Thursday"
"860","63.48","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:09:25.000Z","Mesa 68","4.58",2016-01-14,"Thursday"
"861","22.19","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:14:38.000Z","Mesa 72","2.84",2016-01-14,"Thursday"
"862","27.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:15:13.000Z","Mesa 38","3.07",2016-01-14,"Thursday"
"863","39.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:15:33.000Z","Mesa 40","3.58",2016-01-14,"Thursday"
"864","63.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:20:24.000Z","Mesa 71","4.56",2016-01-14,"Thursday"
"865","27.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:25:05.000Z","Mesa 85","3.05",2016-01-14,"Thursday"
"866","67.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:25:58.000Z","Mesa 78","6.65",2016-01-14,"Thursday"
"867","23.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:26:05.000Z","Mesa 84","0.98",2016-01-14,"Thursday"
"868","31.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:26:14.000Z","Mesa 95","3.23",2016-01-14,"Thursday"
"869","40.23","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:26:21.000Z","Mesa 73","2.12",2016-01-14,"Thursday"
"870","63.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:27:13.000Z","Mesa 75","4.17",2016-01-14,"Thursday"
"871","27.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:29:33.000Z","Mesa 51","3.07",2016-01-14,"Thursday"
"872","74.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:30:23.000Z","Mesa 56","6.93",2016-01-14,"Thursday"
"873","71.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:30:59.000Z","Mesa 57","6.82",2016-01-14,"Thursday"
"874","25.97","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:31:10.000Z","Mesa 43","1.52",2016-01-14,"Thursday"
"875","15.64","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:31:26.000Z","Mesa 42","0.66",2016-01-14,"Thursday"
"876","38.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:31:48.000Z","Mesa 41","2.45",2016-01-14,"Thursday"
"877","38.89","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:33:57.000Z","Mesa 47","3.12",2016-01-14,"Thursday"
"878","31.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:36:25.000Z","Mesa 76","3.24",2016-01-14,"Thursday"
"879","27.78","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:37:11.000Z","Mesa 77","2.65",2016-01-14,"Thursday"
"880","37.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:39:46.000Z","Mesa 98","3.47",2016-01-14,"Thursday"
"881","25.62","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:39:53.000Z","Mesa 91","2.99",2016-01-14,"Thursday"
"882","85.57","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:40:44.000Z","Mesa 80","5.51",2016-01-14,"Thursday"
"883","133.63","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:42:19.000Z","Mesa 81","9.01",2016-01-14,"Thursday"
"884","30.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:42:34.000Z","Mesa 90","2.77",2016-01-14,"Thursday"
"885","41.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:42:42.000Z","Mesa 92","3.21",2016-01-14,"Thursday"
"886","62.07","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:45:25.000Z","Mesa 93","6.43",2016-01-14,"Thursday"
"887","16.05","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:46:13.000Z","Mesa 96","0.67",2016-01-14,"Thursday"
"888","92.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:47:55.000Z","Mesa 97","7.69",2016-01-14,"Thursday"
"889","48.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:52:50.000Z","Mesa 99","3.97",2016-01-14,"Thursday"
"890","35.87","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:53:06.000Z","Mesa 88","6.61",2016-01-14,"Thursday"
"891","35.26","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:53:14.000Z","Mesa 89","1.48",2016-01-14,"Thursday"
"892","22.7","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:53:22.000Z","Mesa 86","2.44",2016-01-14,"Thursday"
"893","30.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:53:29.000Z","Mesa 87","3.19",2016-01-14,"Thursday"
"894","33.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:57:32.000Z","Mesa 63","3.32",2016-01-14,"Thursday"
"895","27.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:58:17.000Z","Mesa 64","5.31",2016-01-14,"Thursday"
"896","37.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-14T13:58:50.000Z","Mesa 70","1.56",2016-01-14,"Thursday"
"897","57.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:01:29.000Z","Mesa 2","3.89",2016-01-15,"Friday"
"898","30.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:04:24.000Z","Mesa 1","2.75",2016-01-15,"Friday"
"899","20.71","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:06:50.000Z","Mesa 6","0.87",2016-01-15,"Friday"
"900","94.84","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:19:03.000Z","Mesa 5","9.73",2016-01-15,"Friday"
"901","18.38","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:20:22.000Z","Mesa 37","0.77",2016-01-15,"Friday"
"902","61.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:22:49.000Z","Mesa 7","4.5",2016-01-15,"Friday"
"903","26.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:25:56.000Z","Mesa 57","3.03",2016-01-15,"Friday"
"904","31.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:26:33.000Z","Mesa 25","1.32",2016-01-15,"Friday"
"905","29.88","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:27:17.000Z","Mesa 24","1.26",2016-01-15,"Friday"
"906","29.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:27:48.000Z","Mesa 26","3.14",2016-01-15,"Friday"
"907","53.3","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:39:55.000Z","Mesa 38","4.15",2016-01-15,"Friday"
"908","29.77","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:40:18.000Z","Mesa 41","1.25",2016-01-15,"Friday"
"909","76.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:40:28.000Z","Mesa 11","5.49",2016-01-15,"Friday"
"910","23.84","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:40:36.000Z","Mesa 9","2.91",2016-01-15,"Friday"
"911","27.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:41:40.000Z","Mesa 10","3.08",2016-01-15,"Friday"
"912","49.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:41:54.000Z","Mesa 27","3.99",2016-01-15,"Friday"
"913","27.06","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:42:06.000Z","Mesa 14","1.56",2016-01-15,"Friday"
"914","50.14","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:42:14.000Z","Mesa 23","3.59",2016-01-15,"Friday"
"915","26.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:42:22.000Z","Mesa 21","1.1",2016-01-15,"Friday"
"916","26.31","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:42:36.000Z","Mesa 22","3.02",2016-01-15,"Friday"
"917","34.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:46:30.000Z","Mesa 15","1.46",2016-01-15,"Friday"
"918","22.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:47:46.000Z","Mesa 53","1.37",2016-01-15,"Friday"
"919","54.3","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:48:15.000Z","Mesa 44","4.19",2016-01-15,"Friday"
"920","34.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:53:38.000Z","Mesa 63","1.43",2016-01-15,"Friday"
"921","34.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:54:14.000Z","Mesa 64","3.36",2016-01-15,"Friday"
"922","67.18","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:54:22.000Z","Mesa 55","4.73",2016-01-15,"Friday"
"923","56.21","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:54:30.000Z","Mesa 35","4.27",2016-01-15,"Friday"
"924","30.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:54:44.000Z","Mesa 16","3.18",2016-01-15,"Friday"
"925","23.84","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:55:23.000Z","Mesa 19","2.91",2016-01-15,"Friday"
"926","26.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:55:35.000Z","Mesa 8","3.04",2016-01-15,"Friday"
"927","33.31","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:55:49.000Z","Mesa 13","2.02",2016-01-15,"Friday"
"928","26.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:58:12.000Z","Mesa 72","3.0",2016-01-15,"Friday"
"929","38.07","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:58:58.000Z","Mesa 82","3.08",2016-01-15,"Friday"
"930","28.37","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T12:59:34.000Z","Mesa 73","3.1",2016-01-15,"Friday"
"931","40.3","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:03:42.000Z","Mesa 36","3.6",2016-01-15,"Friday"
"932","75.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:03:50.000Z","Mesa 18","3.17",2016-01-15,"Friday"
"933","61.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:05:07.000Z","Mesa 93","3.03",2016-01-15,"Friday"
"934","55.21","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:06:41.000Z","Mesa 84","6.31",2016-01-15,"Friday"
"935","19.2","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:07:19.000Z","Mesa 94","0.81",2016-01-15,"Friday"
"936","40.98","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:08:24.000Z","Mesa 78","3.63",2016-01-15,"Friday"
"937","29.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:09:30.000Z","Mesa 17","1.24",2016-01-15,"Friday"
"938","32.62","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:13:37.000Z","Mesa 30","3.28",2016-01-15,"Friday"
"939","26.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:13:45.000Z","Mesa 47","1.13",2016-01-15,"Friday"
"940","46.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:14:12.000Z","Mesa 28","3.44",2016-01-15,"Friday"
"941","46.03","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:14:59.000Z","Mesa 87","3.42",2016-01-15,"Friday"
"942","54.57","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:15:34.000Z","Mesa 88","4.2",2016-01-15,"Friday"
"943","86.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:25:52.000Z","Mesa 89","5.55",2016-01-15,"Friday"
"944","24.83","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:26:24.000Z","Mesa 95","1.04",2016-01-15,"Friday"
"945","29.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:26:37.000Z","Mesa 91","4.07",2016-01-15,"Friday"
"946","24.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:26:46.000Z","Mesa 92","1.03",2016-01-15,"Friday"
"947","18.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:26:55.000Z","Mesa 51","0.8",2016-01-15,"Friday"
"948","21.65","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:27:12.000Z","Mesa 33","2.82",2016-01-15,"Friday"
"949","21.12","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:28:27.000Z","Mesa 96","0.89",2016-01-15,"Friday"
"950","30.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:28:35.000Z","Mesa 97","1.28",2016-01-15,"Friday"
"951","45.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:29:02.000Z","Mesa 60","3.82",2016-01-15,"Friday"
"952","39.34","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:29:11.000Z","Mesa 58","3.56",2016-01-15,"Friday"
"953","26.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:29:22.000Z","Mesa 86","2.59",2016-01-15,"Friday"
"954","34.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:29:28.000Z","Mesa 85","3.38",2016-01-15,"Friday"
"955","34.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:29:37.000Z","Mesa 61","3.37",2016-01-15,"Friday"
"956","57.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:29:51.000Z","Mesa 77","3.9",2016-01-15,"Friday"
"957","25.24","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:30:08.000Z","Mesa 67","1.06",2016-01-15,"Friday"
"958","26.34","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:30:18.000Z","Mesa 69","1.11",2016-01-15,"Friday"
"959","41.5","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:30:29.000Z","Mesa 59","3.23",2016-01-15,"Friday"
"960","33.03","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:31:01.000Z","Mesa 66","3.3",2016-01-15,"Friday"
"961","26.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:31:51.000Z","Mesa 80","2.59",2016-01-15,"Friday"
"962","53.99","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:33:32.000Z","Mesa 81","6.09",2016-01-15,"Friday"
"963","26.61","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:33:56.000Z","Mesa 68","1.12",2016-01-15,"Friday"
"964","59.41","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:39:17.000Z","Mesa 98","5.76",2016-01-15,"Friday"
"965","41.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:45:26.000Z","Mesa 42","1.74",2016-01-15,"Friday"
"966","31.28","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:45:36.000Z","Mesa 43","1.31",2016-01-15,"Friday"
"967","27.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:46:39.000Z","Mesa 99","1.14",2016-01-15,"Friday"
"968","38.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:46:50.000Z","Mesa 71","9.49",2016-01-15,"Friday"
"969","46.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:51:22.000Z","Mesa 70","5.23",2016-01-15,"Friday"
"970","32.48","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:55:24.000Z","Mesa 75","3.28",2016-01-15,"Friday"
"971","29.73","01.234.567/0001-89","650 Castro St. unit 210","2016-01-15T13:55:48.000Z","Mesa 76","3.16",2016-01-15,"Friday"
"972","42.8","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T11:42:24.000Z","Mesa 1","1.8",2016-01-16,"Saturday"
"973","57.07","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T11:59:26.000Z","Mesa 4","2.4",2016-01-16,"Saturday"
"974","53.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:13:22.000Z","Mesa 3","2.69",2016-01-16,"Saturday"
"975","81.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:14:11.000Z","Mesa 2","3.41",2016-01-16,"Saturday"
"976","40.73","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:19:18.000Z","Mesa 11","1.71",2016-01-16,"Saturday"
"977","124.64","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:20:33.000Z","Mesa 5","11.4",2016-01-16,"Saturday"
"978","92.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:23:14.000Z","Mesa 7","5.82",2016-01-16,"Saturday"
"979","80.23","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:28:40.000Z","Mesa 16","3.37",2016-01-16,"Saturday"
"980","66.68","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:35:34.000Z","Mesa 14","5.14",2016-01-16,"Saturday"
"981","60.3","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:37:09.000Z","Mesa 8","6.36",2016-01-16,"Saturday"
"982","67.42","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:38:35.000Z","Mesa 26","4.32",2016-01-16,"Saturday"
"983","33.75","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:40:52.000Z","Mesa 17","1.42",2016-01-16,"Saturday"
"984","25.62","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:43:56.000Z","Mesa 22","1.08",2016-01-16,"Saturday"
"985","34.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:49:34.000Z","Mesa 28","1.45",2016-01-16,"Saturday"
"986","34.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:52:55.000Z","Mesa 44","3.36",2016-01-16,"Saturday"
"987","22.5","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:54:10.000Z","Mesa 57","0.95",2016-01-16,"Saturday"
"988","59.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:56:46.000Z","Mesa 19","7.17",2016-01-16,"Saturday"
"989","70.59","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T12:58:59.000Z","Mesa 36","6.79",2016-01-16,"Saturday"
"990","55.77","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:01:40.000Z","Mesa 47","3.83",2016-01-16,"Saturday"
"991","68.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:02:31.000Z","Mesa 18","2.88",2016-01-16,"Saturday"
"992","88.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:03:34.000Z","Mesa 43","13.37",2016-01-16,"Saturday"
"993","27.51","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:04:04.000Z","Mesa 55","2.64",2016-01-16,"Saturday"
"994","63.55","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:04:58.000Z","Mesa 29","6.06",2016-01-16,"Saturday"
"995","48.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:05:17.000Z","Mesa 25","3.53",2016-01-16,"Saturday"
"996","45.78","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:05:25.000Z","Mesa 33","3.83",2016-01-16,"Saturday"
"997","24.25","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:05:41.000Z","Mesa 30","1.02",2016-01-16,"Saturday"
"998","31.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:08:04.000Z","Mesa 40","3.25",2016-01-16,"Saturday"
"999","75.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:11:00.000Z","Mesa 21","5.53",2016-01-16,"Saturday"
"1000","48.69","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:12:51.000Z","Mesa 66","2.05",2016-01-16,"Saturday"
"1001","22.26","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:13:30.000Z","Mesa 58","1.36",2016-01-16,"Saturday"
"1002","25.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:13:38.000Z","Mesa 37","2.96",2016-01-16,"Saturday"
"1003","85.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:17:43.000Z","Mesa 51","5.49",2016-01-16,"Saturday"
"1004","96.88","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:20:20.000Z","Mesa 35","8.1",2016-01-16,"Saturday"
"1005","64.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:24:02.000Z","Mesa 69","6.53",2016-01-16,"Saturday"
"1006","54.49","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:25:06.000Z","Mesa 56","3.77",2016-01-16,"Saturday"
"1007","74.68","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:27:59.000Z","Mesa 63","4.62",2016-01-16,"Saturday"
"1008","16.6","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:29:47.000Z","Mesa 68","0.7",2016-01-16,"Saturday"
"1009","35.8","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:30:32.000Z","Mesa 61","1.5",2016-01-16,"Saturday"
"1010","72.75","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:31:14.000Z","Mesa 72","4.54",2016-01-16,"Saturday"
"1011","34.23","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:31:28.000Z","Mesa 60","2.92",2016-01-16,"Saturday"
"1012","69.46","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:34:24.000Z","Mesa 80","6.31",2016-01-16,"Saturday"
"1013","66.5","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:42:21.000Z","Mesa 75","4.7",2016-01-16,"Saturday"
"1014","70.19","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:43:21.000Z","Mesa 27","9.03",2016-01-16,"Saturday"
"1015","58.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:43:59.000Z","Mesa 46","10.03",2016-01-16,"Saturday"
"1016","22.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:44:17.000Z","Mesa 73","2.85",2016-01-16,"Saturday"
"1017","33.31","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:44:26.000Z","Mesa 76","3.31",2016-01-16,"Saturday"
"1018","39.64","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:48:50.000Z","Mesa 87","1.67",2016-01-16,"Saturday"
"1019","89.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:50:35.000Z","Mesa 85","9.3",2016-01-16,"Saturday"
"1020","50.32","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:52:30.000Z","Mesa 83","4.02",2016-01-16,"Saturday"
"1021","61.24","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:57:00.000Z","Mesa 81","7.2",2016-01-16,"Saturday"
"1022","64.13","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T13:58:18.000Z","Mesa 93","4.18",2016-01-16,"Saturday"
"1023","27.96","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T14:05:08.000Z","Mesa 86","3.09",2016-01-16,"Saturday"
"1024","36.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T14:05:26.000Z","Mesa 88","1.96",2016-01-16,"Saturday"
"1025","78.38","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T14:11:04.000Z","Mesa 90","6.69",2016-01-16,"Saturday"
"1026","36.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T14:13:40.000Z","Mesa 91","3.02",2016-01-16,"Saturday"
"1027","26.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T14:14:15.000Z","Mesa 92","1.09",2016-01-16,"Saturday"
"1028","370.48","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T14:25:32.000Z","Mesa 98","17.05",2016-01-16,"Saturday"
"1029","85.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T14:32:04.000Z","Mesa 97","5.48",2016-01-16,"Saturday"
"1030","134.64","01.234.567/0001-89","650 Castro St. unit 210","2016-01-16T15:14:40.000Z","Mesa 99","35.22",2016-01-16,"Saturday"
"1031","35.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-18T12:10:18.000Z","Mesa 1","1.51",2016-01-18,"Monday"
"1032","41.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-18T12:25:08.000Z","Mesa 3","3.24",2016-01-18,"Monday"
"1033","27.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-18T12:26:25.000Z","Mesa 4","1.17",2016-01-18,"Monday"
"1034","42.8","01.234.567/0001-89","650 Castro St. unit 210","2016-01-18T12:26:34.000Z","Mesa 15","1.8",2016-01-18,"Monday"
"1035","29.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-18T12:26:45.000Z","Mesa 5","1.25",2016-01-18,"Monday"
"1036","26.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-18T12:31:39.000Z","Mesa 6","3.0",2016-01-18,"Monday"
"1037","110.23","01.234.567/0001-89","650 Castro St. unit 210","2016-01-18T12:35:24.000Z","Mesa 7","8.45",2016-01-18,"Monday"
"1038","40.42","01.234.567/0001-89","650 Castro St. unit 210","2016-01-18T12:40:09.000Z","Mesa 9","3.78",2016-01-18,"Monday"
